Carimbo de data/hora,Qual sua faixa etária? ,Escolaridade,Qual seu gênero?,Qual sua religião?,Local do Brasil onde mora,Estado cívil,Raça,Quantos anos você tinha quando se casou?,Você namorou por quanto tempo antes de se casar?,Quanto tempo de noivado/preparação para o casamento?,"Pelo dicionário expectativas podem ser compreendidas como, situação de quem espera a ocorrência de algo, ou sua probabilidade de ocorrência, em determinado momento. Na sua perspectiva, as expectativas: ",Quais eram ás suas expectativas no inicio do casamento?,"As expectativas citadas na questão acima, se supriram ao longo do tempo? ",Quais fatores eram importantes para sustentar as expectativas criadas para o matrimônio? (Você pode marcar mais de uma).,"Na sua perspectiva, quais eram as expectativas que seu conjuge tinha em relação ao casamento no ínicio? ",Quais sentimentos apareceram nos primeiros anos de casado? (Tendo como referência os primeiros dois anos),Por algum momento você se arrependeu de ter casado?,Algum dos motivos para você ter se arrependido de se casar foi devido a uma quebra de expectativas?,"Se você respondeu sim, para a ultima pergunta, quais expectativas foram quebradas? ",O que você fez quando houve quebra de expectativas? ,"E atualmente, depois de um tempo de casado, quais caracteristicas são mais importantes para sustentar as expectativas criadas para o matrimônio? (Você pode marcar mais de uma).","E hoje, você se permite criar expectativas para o casamento? ","Se a sua resposta foi sim, na pergunta anterior, depois de um tempo de casado, quais são as expectativas para os proximos anos? ",O que foi importante para moldar e criar suas expectativas em relação ao casamento?,Conte um pouco de como foi o início do casamento para voce? 
05/04/2023 22:35:35,30 á 35 anos,Pós Graduação,Femino,Evangelico,Sudeste,Casado,Branco,24 á 29 anos,Entre 2 e 3 anos,2 e 3 anos,São importantes para saúde e manutenção do casamento,Segurança afetiva (vínculo seguro e constante),sim,"Personalidade do meu conjuge, Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita)","Reciprocidade Amorosa, Condições de sair da casa dos meus pais e construir minha própria família","Tristeza, Arrependimento",sim,sim,Segurança afetiva ,"Convesei, Foquei mais no trabalho","Personalidade do meu conjuge, Ambiente",Sim,"Personalidade do meu conjuge, Financeiros, Ambiente","Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores",
05/04/2023 22:37:02,36 á 41 anos,Pós Graduação,Femino,Evangelico,Sudeste,Casado,Branco,30 á 35 anos,Entre 1 e 2 anos,Entre 6 e 1 ano,Atrapalham muito a relação,"Reciprocidade Amorosa, Aceitação Social, Segurança afetiva (vínculo seguro e constante)",não,"Personalidade do meu conjuge, Minha família","Aceitação Social, Segurança afetiva (vínculo seguro e constante)",Medo,sim,sim,Brigas frequentes ,"Convesei, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, Ambiente",Sim,"Personalidade do meu conjuge, Financeiros, Ambiente","Valores, Religião","Tumultuado...muitos ajustes, incompreensão "
05/04/2023 22:40:02,Acima de 42 anos,Ensino Médio,Femino,Evangelico,Sudeste,Casado,Branco,24 á 29 anos,Entre 3 e 4 anos,menos de 6 meses,São importantes para saúde e manutenção do casamento,Reciprocidade Amorosa,sim,"Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita), Trabalho (jornada, turno, tempo de descanso, etc)",Reciprocidade Amorosa,Alegria,não,,,,Ambiente,Sim,Ambiente,"Valores, Religião","Foi desafiador pq 2 pessoas de educação diferente, inicialmente tem conflitos de adaptação,mas nada que o diálogo e oração não pudessem resolver . Além da decisão de permanecer casados e decidindo amar todos os dias.Com a ajuda do Senhor estamos vencendo há quase 24 anos casados mais 4 de namoro."
05/04/2023 22:47:54,36 á 41 anos,Pós Graduação,Femino,Evangelico,Sudeste,Casado,Branco,18 a 23 anos,Acimas de 4 anos,Entre 6 e 1 ano,Atrapalham muito a relação,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos, Cerimônia e festa de casamento (exemplo: se vestir de noiva(o)), Condições de sair da casa dos meus pais e construir minha própria família",sim,Financeiros,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos",Tristeza,não,,,Perseverei e tentei reajustar a relação,Ambiente,Não,,Valores,"Foi dificil, muito incompatibilidade de criação"
05/04/2023 22:50:15,Acima de 42 anos,Graduação completa,Femino,Católico,Sudeste,Casado,Pardo,24 á 29 anos,Acimas de 4 anos,2 e 3 anos,São importantes para saúde e manutenção do casamento,Segurança afetiva (vínculo seguro e constante),sim,Personalidade do meu conjuge,Segurança afetiva (vínculo seguro e constante),Alegria,não,não,,,Ambiente,Sim,Ambiente,Valores,
05/04/2023 22:51:14,24 á 29 anos,Graduação em curso,Femino,Católico,Sudeste,Casado,Branco,18 a 23 anos,Acimas de 4 anos,menos de 6 meses,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos, Condições de sair da casa dos meus pais e construir minha própria família",sim,"Personalidade do meu conjuge, Financeiros, Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita), Minha família, Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos, Condições de sair da casa dos meus pais e construir minha própria família",Alegria,não,não,,Convesei,A família do conjuge ou minha familia,Sim,"Financeiros, Ambiente","Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores, Religião","Uma mistura e alegria e um frio na barriga, acho que tudo que gera mudança gera receio e medo. Sou muito feliz e realizada."
05/04/2023 22:56:25,36 á 41 anos,Graduação completa,Femino,Evangelico,Sudeste,Casado,Branco,18 a 23 anos,Entre 1 e 2 anos,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Ter filhos, Condições de sair da casa dos meus pais e construir minha própria família",não,"Personalidade do meu conjuge, Financeiros, Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Ascensão financeira, Ter filhos, Condições de sair da casa dos meus pais e construir minha própria família",Alegria,não,não,,Convesei,Financeiros,Sim,Financeiros,"Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores, Religião","Foi bom mas houve alguns choques, conflitos, criação e educação diferentes. Aprender abrir mão de algumas coisas."
05/04/2023 22:58:32,24 á 29 anos,Graduação completa,Femino,Evangelico,Sul,Casado,Branco,18 a 23 anos,Entre 2 e 3 anos,menos de 6 meses,Atrapalham muito a relação,"Reciprocidade Amorosa, Condições de sair da casa dos meus pais e construir minha própria família",sim,"Financeiros, Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita), Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Ter filhos, Condições de sair da casa dos meus pais e construir minha própria família","Alegria, Medo",sim,não,,"Convesei, Perseverei e tentei reajustar a relação","Financeiros, Ambiente",Sim,Financeiros,"Valores, Religião","Difícil, principalmente em dois fatores financeiro e pelo fato de não termos instruções nenhuma antes. Não tivemos conselhos, queríamos casar e casamos. Minha mãe não era a favor. Como não tínhamos profissão e nada encaminhado financeiramente, remamos muito. Isso desgastou bastante(no sentido de cansar e parecer que não iríamos viver algo melhor), mas com Deus estamos dando conta. Aprendemos com nossos erras e estamos mais fortes que nunca, fechamos 10 anos de casados em fevereiro."
05/04/2023 23:03:27,30 á 35 anos,Pós Graduação,Femino,Evangelico,Nordeste,Casado,Pardo,18 a 23 anos,Entre 1 e 2 anos,1 e 2 anos,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Aceitação Social, Ascensão financeira, Segurança afetiva (vínculo seguro e constante)",sim,"Personalidade do meu conjuge, Minha família","Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante)",Alegria,não,não,Não ,"Convesei, Pedi ajuda de lideres religiosos","Personalidade do meu conjuge, Financeiros",Sim,"Personalidade do meu conjuge, Financeiros","Valores, Religião",Foi um desafio mas entendemos que pra dar cerro teríamos que tentar acertar .
05/04/2023 23:06:08,24 á 29 anos,Ensino Médio,Femino,Evangelico,Sudeste,Casado,Pardo,18 a 23 anos,Entre 3 e 4 anos,menos de 6 meses,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Condições de sair da casa dos meus pais e construir minha própria família",sim,Personalidade do meu conjuge,"Reciprocidade Amorosa, Ascensão financeira, Segurança afetiva (vínculo seguro e constante), Condições de sair da casa dos meus pais e construir minha própria família",Alegria,não,não,,"Convesei, Perseverei e tentei reajustar a relação",Personalidade do meu conjuge,Sim,"Personalidade do meu conjuge, Financeiros, A família do conjuge ou minha familia, Ambiente","Valores, Religião",Foi cheio de luta mas com muito mais amor 
05/04/2023 23:09:42,36 á 41 anos,Graduação completa,Masculino,Católico,Sudeste,Casado,Pardo,24 á 29 anos,Acimas de 4 anos,2 e 3 anos,São importantes para saúde e manutenção do casamento,Reciprocidade Amorosa,sim,"Personalidade do meu conjuge, A família do conjuge",Reciprocidade Amorosa,Alegria,não,não,,Perseverei e tentei reajustar a relação,Personalidade do meu conjuge,Sim,Personalidade do meu conjuge,Religião,"Acrescentou muito em minha vida, tivemos vários desafios e vencemos juntos."
05/04/2023 23:11:55,24 á 29 anos,Graduação em curso,Femino,Evangelico,Sudeste,Casado,Pardo,24 á 29 anos,Entre 1 e 2 anos,Entre 6 e 1 ano,Atrapalham muito a relação,"Reciprocidade Amorosa, Ascensão financeira, Segurança afetiva (vínculo seguro e constante), Ter filhos",não,"Financeiros, A família do conjuge, Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Aceitação Social, Segurança afetiva (vínculo seguro e constante), Condições de sair da casa dos meus pais e construir minha própria família","Alegria, Medo",sim,sim,"Amo meu marido, mas as vezes parece que ele invade meu espaço. As vezes eu só quero ficar na caixa do nada. Mas ele está sempre comigo em todos os lugares da casa. ","Convesei, Perseverei e tentei reajustar a relação",Financeiros,Sim,"Financeiros, A família do conjuge ou minha familia","Valores, Religião, Trabalho do meu conjuge","Estamos no início do casamento. Então estamos nos adaptando. Temos muitos sonhos e expectativas. Queremos conquistar. Mas tudo no tempo certo. Se focarmos naquilo que sonhamos, não viveremos nossas vidas juntos. E não teremos prazer nos momentos para conquistar as expectativas "
05/04/2023 23:12:14,36 á 41 anos,Graduação completa,Femino,Evangelico,Sudeste,Casado,Branco,24 á 29 anos,Acimas de 4 anos,1 e 2 anos,Atrapalham muito a relação,"Reciprocidade Amorosa, Ter filhos, Condições de sair da casa dos meus pais e construir minha própria família",sim,"Personalidade do meu conjuge, Financeiros, Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Condições de sair da casa dos meus pais e construir minha própria família",Alegria,sim,sim,Reciprocidade amorosa,Perseverei e tentei reajustar a relação,Ambiente,Não,,,
05/04/2023 23:12:50,30 á 35 anos,Graduação completa,Femino,Evangelico,Sudeste,Casado,Branco,24 á 29 anos,Entre 1 e 2 anos,1 e 2 anos,Atrapalham muito a relação,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos, Cerimônia e festa de casamento (exemplo: se vestir de noiva(o)), Condições de sair da casa dos meus pais e construir minha própria família",sim,"Personalidade do meu conjuge, Financeiros, Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Ascensão financeira, Condições de sair da casa dos meus pais e construir minha própria família","Alegria, Tristeza, Medo, Arrependimento",sim,sim,"Reciprocidade, ajuda nas tarefas domésticas  ","Convesei, Procurei Terapia individual, Perseverei e tentei reajustar a relação",Personalidade do meu conjuge,Não,,"Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores, Religião","Foi difícil por conta da adaptação de duas pessoas com personalidade forte e criações MUITO diferentes. O que era importante pra mim, não era pra ele. E vice e versa. "
05/04/2023 23:13:01,Acima de 42 anos,Pós Graduação,Femino,Evangelico,Sudeste,Divorciado (a),Branco,24 á 29 anos,Acimas de 4 anos,1 e 2 anos,Atrapalham muito a relação,Segurança afetiva (vínculo seguro e constante),não,"Personalidade do meu conjuge, Financeiros, Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Condições de sair da casa dos meus pais e construir minha própria família",Arrependimento,sim,sim,Todas,"Convesei, Pedi ajuda de lideres religiosos, Perseverei e tentei reajustar a relação",Ambiente,Não,,Valores,
05/04/2023 23:19:24,24 á 29 anos,Graduação completa,Femino,Evangelico,Norte,Casado,Pardo,18 a 23 anos,Menos de 1 ano,menos de 6 meses,Atrapalham muito a relação,"Reciprocidade Amorosa, Ascensão financeira, Segurança afetiva (vínculo seguro e constante), Ter filhos",não,"Personalidade do meu conjuge, Financeiros, Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita)","Reciprocidade Amorosa, Ascensão financeira, Segurança afetiva (vínculo seguro e constante), Condições de sair da casa dos meus pais e construir minha própria família",Medo,não,,,Convesei,"Financeiros, Ambiente",Sim,"Financeiros, Ambiente","Valores, Religião","O início foi difícil pelo ambiente, a minha personalidade e a personalidade do meu cônjuge ."
05/04/2023 23:22:58,36 á 41 anos,Graduação em curso,Femino,Evangelico,Nordeste,Casado,Negro,18 a 23 anos,Acimas de 4 anos,1 e 2 anos,São importantes para saúde e manutenção do casamento,Condições de sair da casa dos meus pais e construir minha própria família,sim,Minha família,"Reciprocidade Amorosa, Condições de sair da casa dos meus pais e construir minha própria família",Alegria,não,não,,Perseverei e tentei reajustar a relação,Ambiente,Sim,Financeiros,Religião,"Foi alegria, entusiasmo, medo, frustração mais o amor a perseverança e admiração falaram mais alto, e já estamos com 20 anos juntos (15 casados) ( 5 namoro) "
05/04/2023 23:29:03,24 á 29 anos,Graduação completa,Femino,Evangelico,Centro Oeste,Casado,Pardo,18 a 23 anos,Entre 3 e 4 anos,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos",sim,Personalidade do meu conjuge,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos","Alegria, Tristeza, Medo, Arrependimento",sim,não,,"Convesei, Pedi ajuda de lideres religiosos, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, Ambiente",Sim,"Personalidade do meu conjuge, Financeiros, Ambiente","Valores, Religião",
05/04/2023 23:29:08,24 á 29 anos,Graduação em curso,Femino,Evangelico,Norte,Casado,Pardo,18 a 23 anos,Menos de 1 ano,menos de 6 meses,São importantes para saúde e manutenção do casamento,Segurança afetiva (vínculo seguro e constante),não,A família do conjuge,"Reciprocidade Amorosa, Ascensão financeira",Arrependimento,sim,sim,"Achei que ele seria mais parceiro, mais compreensível, que eu fosse prioridade pra ele. Mas em uma conversa com lideres, ele afirmou que pais eram a prioridade dele. Entre tantas outras coisas",Convesei,"Personalidade do meu conjuge, Financeiros, A família do conjuge ou minha familia",Sim,"Personalidade do meu conjuge, A família do conjuge ou minha familia","Valores, Religião","Foi intenso, nos casamos com pouco tempo de namoro. Me esforcei muito para ser uma boa esposa, companheira, e apesar das dificuldades,  nos primeiros meses posso dizer que foi bom. Porém, tudo mudou quando viemos morar na mesma cidade e bairro que os pais dele. Muitas brigas, discussões, ele envolveu os pais em vários problemas nossos, e se um dia eu fui prioridade,  deixei de ser. Hoje, quase 7 anos depois, tenho pensado muito em me separar, pois não me sinto amada, valorizada e não me sinto feliz.
Ele não mudou, continua querendo viver na casa dos pais, e a opinião dos pais vale mais que a minha , que sou esposa. "
05/04/2023 23:30:13,24 á 29 anos,Graduação completa,Femino,Evangelico,Sudeste,Casado,Branco,24 á 29 anos,Entre 2 e 3 anos,menos de 6 meses,Atrapalham muito a relação,"Reciprocidade Amorosa, Ascensão financeira, Segurança afetiva (vínculo seguro e constante), Ter filhos, Condições de sair da casa dos meus pais e construir minha própria família",sim,Personalidade do meu conjuge,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante)",Alegria,não,não,,"Convesei, Procurei Terapia individual, Pedi ajuda de lideres religiosos, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, Ambiente",Não,,"Valores, Religião","No início foi tranquilo, passamos por algumas situações e fomos nos ajustando ! Mas as vezes vc pensa porque me casei kkkk ! Mas não por arrependimento, mas no momento da raiva ou do stress! Mas logo passa ! Casamento é uma benção! "
05/04/2023 23:34:39,24 á 29 anos,Ensino Médio,Femino,Evangelico,Nordeste,Casado,Branco,24 á 29 anos,Entre 3 e 4 anos,menos de 6 meses,Atrapalham muito a relação,Reciprocidade Amorosa,sim,Minha família,"Reciprocidade Amorosa, Aceitação Social, Ascensão financeira, Segurança afetiva (vínculo seguro e constante), Ter filhos, Condições de sair da casa dos meus pais e construir minha própria família","Alegria, Tristeza, Medo, Arrependimento",sim,sim,conversão ,"Convesei, Perseverei e tentei reajustar a relação","A família do conjuge ou minha familia, Ambiente",Sim,"Personalidade do meu conjuge, Financeiros, A família do conjuge ou minha familia, Ambiente","Filmes, Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores, Religião",pouco medo
05/04/2023 23:41:24,Acima de 42 anos,Ensino Fundamental,Femino,Evangelico,Sudeste,Casado,Pardo,18 a 23 anos,Entre 1 e 2 anos,Entre 6 e 1 ano,Atrapalham muito a relação,Condições de sair da casa dos meus pais e construir minha própria família,sim,Personalidade do meu conjuge,Condições de sair da casa dos meus pais e construir minha própria família,Alegria,sim,sim,,"Convesei, Procurei Terapia individual, Pedi ajuda de lideres religiosos, Perseverei e tentei reajustar a relação",,Não,,"Histórias antigas das minhas referências (pais, avós, familiares, líderes)",
05/04/2023 23:46:47,18 a 23 anos,Ensino Médio,Masculino,Candomblé,Sudeste,Casado,Negro,18 a 23 anos,Entre 2 e 3 anos,1 e 2 anos,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Ter filhos, Condições de sair da casa dos meus pais e construir minha própria família, Não me lembro",sim,"Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita), Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Aceitação Social, Segurança afetiva (vínculo seguro e constante), Ter filhos, Condições de sair da casa dos meus pais e construir minha própria família","Alegria, Medo",não,não,,"Convesei, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, Ambiente",Sim,"Financeiros, Ambiente","Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores, Religião","Não tive nenhum conflito de imediato, mas as diferenças cultural familiar trouxe bastante personalidade de cada lado. Mas smp conversando sobre o que ou o pq de tais coisas estarem ou serem assim em cada um da relação e explicando... Hoje com 9 meses (sei não não vivi muito pra falar sobre), posso dizer que as expectativas de de ter um relacionamento duradouro só aumentou, pois todas as conversas fizeram e fazem efeito imediato, não só para mudar algumas atitudes para que um ou ambos caminhem juntos, mas para conhecer um ao outro e viver lado a lado em aliança com a personalidade, características enfim jeito da pessoa sem que precise mudar e nem aguentar, mas sim amar e amar de verdade "
05/04/2023 23:47:51,24 á 29 anos,Ensino Médio,Femino,Evangelico,Sudeste,Casado,Negro,18 a 23 anos,Acimas de 4 anos,menos de 6 meses,São importantes para saúde e manutenção do casamento,Ter filhos,sim,"Trabalho (jornada, turno, tempo de descanso, etc)",Ter filhos,"Tristeza, Medo",sim,não,,"Convesei, Pedi ajuda de lideres religiosos",Ambiente,Sim,Ambiente,"Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores, Religião","No começo,  não é fácil pois são duas pessoas totalmente diferente do outro, criação etc.. mais quando os dois querem que de certo , com tempo os novos hábitos se padroniza , e aí vamos nos aperfeiçoando um para outro todos os dias ."
05/04/2023 23:49:31,36 á 41 anos,Graduação em curso,Femino,Evangelico,Sudeste,Casado,Branco,36 á 41 anos,Menos de 1 ano,menos de 6 meses,Atrapalham muito a relação,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos",sim,Personalidade do meu conjuge,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante)",Alegria,não,,,,"Personalidade do meu conjuge, Financeiros",Sim,Financeiros,"Valores, Religião",
06/04/2023 00:03:02,30 á 35 anos,Graduação em curso,Femino,Evangelico,Centro Oeste,Casado,Branco,24 á 29 anos,Entre 1 e 2 anos,1 e 2 anos,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Condições de sair da casa dos meus pais e construir minha própria família",sim,Personalidade do meu conjuge,Reciprocidade Amorosa,Alegria,sim,sim,De parceria em todas áreas ,"Convesei, Pedi ajuda de lideres religiosos","Personalidade do meu conjuge, Ambiente",Sim,Personalidade do meu conjuge,"Valores, Religião",
06/04/2023 00:10:19,Acima de 42 anos,Ensino Fundamental,Femino,Evangelico,Sul,Casado,Pardo,18 a 23 anos,Menos de 1 ano,menos de 6 meses,Atrapalham muito a relação,Segurança afetiva (vínculo seguro e constante),não,"Personalidade do meu conjuge, Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita)","Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante)",Medo,sim,não,,Convesei,"Personalidade do meu conjuge, Financeiros",Não,,Valores,"Foi muito difícil porque não tive presença materna,paterna...enfim ninguém da família pra me ajudar... fiz meu cônjuge sofrer por conta do meu caráter e imaturidade. "
06/04/2023 00:12:49,30 á 35 anos,Graduação em curso,Femino,Evangelico,Nordeste,Casado,Branco,18 a 23 anos,Entre 2 e 3 anos,1 e 2 anos,São importantes para saúde e manutenção do casamento,Condições de sair da casa dos meus pais e construir minha própria família,sim,"Personalidade do meu conjuge, Financeiros, A família do conjuge, Minha família","Reciprocidade Amorosa, Ascensão financeira, Segurança afetiva (vínculo seguro e constante), Ter filhos, Cerimônia e festa de casamento (exemplo: se vestir de noiva(o)), Condições de sair da casa dos meus pais e construir minha própria família",Alegria,não,não,,"Convesei, Procurei Terapia individual, Pedi ajuda de lideres religiosos, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, Financeiros, A família do conjuge ou minha familia, Ambiente",Sim,"Personalidade do meu conjuge, Financeiros, A família do conjuge ou minha familia, Ambiente","Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores, Religião",
06/04/2023 00:32:05,Acima de 42 anos,Ensino Fundamental,Femino,Evangelico,Sudeste,Casado,Branco,18 a 23 anos,Entre 1 e 2 anos,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,Condições de sair da casa dos meus pais e construir minha própria família,sim,"Personalidade do meu conjuge, Minha família",Condições de sair da casa dos meus pais e construir minha própria família,Alegria,sim,sim,O cônjuge para mim teve muita dificuldade de aceitar que já não podia tem vínculo excessivos com seus pais.,Perseverei e tentei reajustar a relação,Personalidade do meu conjuge,Não,Personalidade do meu conjuge,Valores,"Fomos muito unidos,no amor de Cristo fomos construindo uma base de educação     como também encimando o caminho em precisavam seguir para terem um futuro melhor que tive,ter uma graduação entre outras coisas."
06/04/2023 00:36:41,36 á 41 anos,Graduação em curso,Femino,Evangelico,Nordeste,Casado,Pardo,18 a 23 anos,Menos de 1 ano,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,Segurança afetiva (vínculo seguro e constante),sim,"Personalidade do meu conjuge, Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita)",Segurança afetiva (vínculo seguro e constante),"Alegria, Medo",sim,sim,Financeiro ,"Convesei, Pedi ajuda de lideres religiosos, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, Financeiros, Ambiente",Sim,"Financeiros, Ambiente","Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores, Religião","Eu quis fazer tudo certo,mais meus pais permitiram meu namorado, porém não gostavam do meu namorado (atual marido), aí no oitavo mês de namoro,mandaram eu acabar o namoro,mais não quis, então mandaram eu ir embora e com 16 anos e meu namorado 17, passamos a morrer na casa da minha sogra, foram dias difíceis pq não era como eu queria,mais estava feliz pq o amava e ele também, passamos muita dificuldade nas diferenças,pq somos os opostos, ele calmo e eu braba e imediatista...nos 5 primeiro anos foi os melhores pq não podíamos nos encostar que faziamos amor, a todo o momento...mais eu com 18 anos engravidei e foi uma menina e com um ano após dela nascida,engravidei novamente,aí as coisas começaram a mudar, não entre eu ele,mais  fui aprender a ser mãe, esposa, foi como se fosse uma explosão de sentimentos,mais eu louvo ao Senhor que meu esposo sempre estava ali me ajudando, pois eu fui rejeitada com um dia de vida e meus pais adotivos me rejeitaram também com 6 anos,pois a filha tão sonhada deles (biológica) nasceu, então o meu maior desafio foi aprender a ser mãe,esposa,me aceitar como filha de Deus,pois eu não tinha uma identidade,hoje somos casados há 24 anos, temos 4 filhos, um genro e uma nora, e como sou feliz, a vida financeira ainda pesa,mais sempre conversamos eu e  meu amado. "
06/04/2023 00:43:47,30 á 35 anos,Pós Graduação,Femino,Evangelico,Sudeste,Casado,Branco,24 á 29 anos,Entre 1 e 2 anos,,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos, Condições de sair da casa dos meus pais e construir minha própria família",sim,"Personalidade do meu conjuge, A família do conjuge","Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos",Alegria,não,não,,"Convesei, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, A família do conjuge ou minha familia, Ambiente",Sim,"Personalidade do meu conjuge, Financeiros, A família do conjuge ou minha familia, Ambiente","Valores, Religião",
06/04/2023 00:55:30,Acima de 42 anos,Ensino Médio,Femino,Evangelico,,Divorciado (a),Branco,18 a 23 anos,Entre 3 e 4 anos,,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos",não,"Personalidade do meu conjuge, Financeiros, Minha família, Trabalho (jornada, turno, tempo de descanso, etc)",,Tristeza,não,sim,Reciprocidade amorosa,"Convesei, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, Ambiente",,,Valores,
06/04/2023 01:25:34,30 á 35 anos,Ensino Médio,Femino,Evangelico,Nordeste,Casado,Pardo,24 á 29 anos,Menos de 1 ano,menos de 6 meses,São importantes para saúde e manutenção do casamento,Segurança afetiva (vínculo seguro e constante),sim,"Personalidade do meu conjuge, Financeiros, Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita)",Segurança afetiva (vínculo seguro e constante),"Alegria, Arrependimento",sim,não,,Convesei,"Personalidade do meu conjuge, Financeiros",Sim,"Personalidade do meu conjuge, Financeiros, Ambiente","Valores, Religião",
06/04/2023 02:13:30,Acima de 42 anos,Graduação completa,Femino,Evangelico,Sudeste,Casado,Branco,18 a 23 anos,Acimas de 4 anos,menos de 6 meses,Atrapalham muito a relação,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos, Cerimônia e festa de casamento (exemplo: se vestir de noiva(o))",sim,"Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita)","Ascensão financeira, Ter filhos, Cerimônia e festa de casamento (exemplo: se vestir de noiva(o)), Condições de sair da casa dos meus pais e construir minha própria família","Alegria, Medo",não,sim,,Perseverei e tentei reajustar a relação,Financeiros,Sim,Financeiros,,Muito feliz e inseguro
06/04/2023 03:43:13,36 á 41 anos,Graduação completa,Femino,Evangelico,Sul,Casado,Pardo,24 á 29 anos,Entre 1 e 2 anos,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,Reciprocidade Amorosa,sim,"Personalidade do meu conjuge, A família do conjuge, Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante)",Alegria,não,não,,"Convesei, Perseverei e tentei reajustar a relação",Ambiente,Sim,Ambiente,Religião,
